fonte,categoria,citta,nome,indirizzo,telefono,sito,descrizione,note,punteggio
PagineGialle,Ristoranti/Pizzerie,Varese,Mizu Fusion,"Via Ponti Ettore, 126- 21100 Varese (VA)","0332 1896742, 339 6869746",https://www.mizusushi.it/mizu-varese-ristorante-giapponese-alla-carta-e-ristorante-di-cucina-orientale/,"[Mizu Varese | Ristorante Giapponese alla Carta e Ristorante di cucina Orientale] Mizu Varese è un ristorante giapponese che offre una cucina nipponica elaborata e ricercata, con un tocco di fusion. Il menu alla carta propone una vasta scelta di piatti, dai classici sushi e sashimi ai piatti più elaborati. Il ristorante offre anche corsi di cucina giapponese, catering per eventi privati o aziendali, e la possibilità di affittare la sala per eventi e compleanni. Mizu Varese | Ristorante Giapponese alla Carta e Ristorante di cucina Orientale Chiudi Delivery Galleria Prenota ora | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi; Chiave magnetica spegni-tutto per camere","Consumi: cucina, spa, led, stanza",10
PagineGialle,Ristoranti/Pizzerie,Varese,Volo a Vela,"Lungo Lago, 45- 21100 Varese (VA)","0332 310170, 338 3480080",https://www.ristorantevoloavela.it/,"[Home - Ristorante con Pizzeria Volo a Vela | Lago di Varese | Ristorante | Pizzeria] Home - Ristorante con Pizzeria Volo a Vela | Lago di Varese | Ristorante | Pizzeria Vai al contenuto principale Vai al piè di pagina ristorante con pizzeria sul Lago di Varese Prenota un tavolo BENVENUTI Cerimonie, banchetti e cucina mediterranea Volo a Vela è un ristorante con pizzeria che propone sul Lago di Varese tutti i giorno della settimana i sapori tipici della cucina mediterranea, offrendo un ampio ventaglio di squisiti piatti, menù studiati per occasioni di ogni tipo e un’ ottima pizza | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi","Consumi: forno, cucina, spa, led",10
PagineGialle,Ristoranti/Pizzerie,Varese,Haru Japan Fusion,"Via Cavour Camillo Benso Conte, 22- 21100 Varese (VA)","0332 281492, 333 7413228",https://haru-fusion-restaurant-varese.eatbu.com/?lang=it,"[Haru Fusion Restaurant - Varese | Cucina Giapponese nelle mie vicinanze | Prenoti subito] Potete anche ordinare a portar via | Varese - Voglia di cucina giapponese? Ecco il posto che fa per voi. Venite a mangiare da noi all'Haru Fusion Restaurant, sapremo stupirvi con le favolose creazioni dei nostri ottimi chef! Da noi trovate anche tutte le specialità della cucina asiatica, cinese, thailandese e vietnamita. \n\n La nostra cucina rispetta le particolarità della cucina vegana e vegetariana ma offre comunque una impressionante varietà. Nel menù abbiamo anche una serie di ricette senza | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Focus su efficientamento climatizzazione; Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi","Consumi: cucina, aria condizionata, spa, led",10
PagineGialle,Ristoranti/Pizzerie,Varese,Falò Cafè,"Piazza Motta, 9- 21100 Varese (VA)",0332 237992,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Gastronomia del Corso,"Corso Matteotti Giacomo, 68- 21100 Varese (VA)",0332 285330,https://www.instagram.com/gastronomiadelcorsovarese,"[Gastronomia del Corso Varese (@gastronomiadelcorsovarese) • Instagram photos and videos] 3,014 Followers, 49 Following, 822 Posts - See Instagram photos and videos from Gastronomia del Corso Varese (@gastronomiadelcorsovarese) Gastronomia del Corso Varese (@gastronomiadelcorsovarese) • Instagram photos and videos | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Varese,Haveli,"Piazza Battistero, 4- 21100 Varese (VA)",0332 974734,http://order.ristorantehaveli.com/,[Haveli ristorante indiano] Haveli ristorante indiano × SignUp Name Email: Contact No: Password: I accept to the T&C and Privacy agreement Sign in Close Send × Login Email: Password: Close Login Categorie Tutti Snacks e Antipasti Pane Cotto nel Tandoori Specialita Tandoori Riso Basmati Vegetariano I Nostri Pollo Curries Varieta di Pesce Varieta di Carne Condimenti Dolci Bevande Soft Drinks Menu Fisso Menu Fisso Pranzo Birre Indiane VINI INDIANI VINI BIANCHI VINI ROSSI VINI DA LTO 0.375 SPUMANTI LIQUORI INDIANI Allergie/ In | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness,"Consumi: forno, cucina, spa, coperto",10
PagineGialle,Ristoranti/Pizzerie,Varese,I Love Poke C/O Le Corti,"Piazza della Repubblica, 25- 21100 Varese (VA)",375 6109740,https://ilovepoke.it/,"[Poke Migliore in Italia Ordina la tua Bowl Online - I Love Poke] I Love Poke, il primo Hawaiian Poke a Milano, Torino, Bologna, Bergamo. Ordina online la tua bowl preferita, ricevila subito a casa. Poke Migliore in Italia Ordina la tua Bowl Online - I Love Poke Diventa anche tu un poke lover! scopri sconti, vantaggi e premi esclusivi! Diventa anche tu un poke lover! scopri sconti, vantaggi e premi! Diventa anche tu un poke lover! scopri sconti, vantaggi e premi! color: #fff; /* customize */ IL NOSTRO MENU! LE PIu' AMATE POKE LOVE Riso nero, salmone e tonno al | SUGGERIMENTI: Evidenziare costi energetici piscina/spa/wellness",Consumi: spa,8
PagineGialle,Ristoranti/Pizzerie,Varese,Iper La Grande I - Varese,Viale Belforte 315 - 21100 Varese (VA),0332 345611,http://www.iper.it/varese,"[Iper La grande i Varese - iper] Iper La grande i - Varese: scegli tra tante offerte a volantino, servizi e prodotti di alta qualità per la tua spesa quotidiana. Ti aspettiamo! Iper La grande i Varese - iper Home / Punti vendita / Iper La grande i - Varese / NUOVO RISTÒ VARESE Scopri di più IPER OTTICA Scopri di più IPER BENESSERE Scopri di più La nostra offerta IPER DRIVE Scopri di più Alla parafarmacia Più Medical ti aspettano un sacco di promozioni! Fino al 30 marzo acquistando 3 prodotti il meno caro è GRATIS ! Scopri di pi | SUGGERIMENTI: Check energetico completo con termocamera",,8
PagineGialle,Ristoranti/Pizzerie,Varese,La Piadineria,Piazzale Trieste 6 - 21100 Varese (VA),0332 1430695,https://www.lapiadineria.com/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Varese,Ristò - Varese,Centro Commerciale 315 Viale Belforte - 21100 Varese (VA),0332 345790,https://www.risto.iper.it/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Varese,Rom'Antica Varese,Piazza Monte Grappa 4 - 21100 Varese (VA),0383 813531,https://pizzerie.romanticapizza.it/romantica-varese-799c8fe39779,"[Rom'antica Varese] Da pizzeria Rom'antica Varese centro trovi la pizza alla romana al taglio, croccante e cotta in teglia: scopri il gusto del mese, i grandi classici e le specialità stagionali, senza dimenticare i nostri supplì alla romana! Vieni a gustare tutto nella nostra pizzeria in piazza Monte Grappa 4 in centro a Varese, oppure chiama e ordina la tua pizza: ti aspettiamo! Rom'antica Varese Rom'antica Varese Varese Informazioni: Rom'antica Varese Piazza Monte Grappa 4 21100 Varese VA IT 0383 813531 0383 813 | SUGGERIMENTI: Relamping LED con payback 8-12 mesi",Consumi: led,10
PagineGialle,Ristoranti/Pizzerie,Varese,Rossopomodoro Malpensa Aeroporto,Terminal 1 Malpensa - Aeroporto - 21010 Varese (VA),,https://ristoranti.rossopomodoro.it/varese-4f5d36ed2867?utm_source=googleBusinessProfile&utm_medium=Yext&utm_campaign=1M9,"[Rossopomodoro Malpensa aeroporto] Siamo la più grande famiglia napoletana nel mondo, punto di riferimento della vera pizza e cucina di Napoli Rossopomodoro Malpensa aeroporto Malpensa Aeroporto Menu Info Rossopomodoro Malpensa aeroporto Terminal 1 Malpensa - aeroporto 21010 Varese VA IT Ottieni indicazioni Orari d'apertura Giorno della settimana Orari Lunedì 11:00 - 22:00 Martedì 11:00 - 22:00 Mercoledì 11:00 - 22:00 Giovedì 11:00 - 22:00 Venerdì 11:00 - 22:00 Sabato 11:00 - 22:00 Domenica 11:00 - 22:00 Giorno della settimana Or | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Relamping LED con payback 8-12 mesi","Consumi: cucina, led",10
PagineGialle,Ristoranti/Pizzerie,Varese,Dimsum Ye,"Viale Valganna, 39 - 21100 Varese (VA)",351 5774456,http://ristorantecinesedimsumye.it/,"[Dim Sum Ye] Scopri il nostro ristorante in centro Varese, specializzato in cucina asiatica. Prenota ora per una serata indimenticabile! Dim Sum Ye | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,10
PagineGialle,Ristoranti/Pizzerie,Varese,El Crocante,"Via Rodari Gianni, 18 - 21100 Varese (VA)",328 7572594,https://www.facebook.com/Rest-El-Crocante-Varese-105848381190771,"[El Crocante - Varese | Varese] El Crocante - Varese, Varese. Mi piace: 1326 · 30 persone ne parlano · 832 persone sono state qui. RISTORANTE PERUVIANO El Crocante - Varese | Varese | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Varese,Numa Pizzeria Bar,"Viale Belforte, 165 - 21100 Varese (VA)",328 6259415,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Ossobuco,"Via Europa, 72 - 21100 Varese (VA)",0332 285645,https://ristoranteossobuco.it/,"[Ristorante Ossobuco] Visita il Ristorante Ossobuco a Varese, dove tradizione e modernità si fondono in un menu esclusivo che celebra la ricca cucina lombarda. Nel cuore di Varese, a pochi passi dal centro, il nostro ristorante offre un'esperienza culinaria raffinata in un ambiente elegante e contemporaneo. Da noi, potrai gustare piatti iconici come Riso con l'Ossobuco di vitello, preparati con ingredienti di stagione e presentati con un tocco moderno. Non perderti le nostre delizie dolci e Vini Tipici lombardi. Con  | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi","Consumi: cucina, spa, led",10
PagineGialle,Ristoranti/Pizzerie,Varese,Ristorante da Amici,"Piazza Ventisei Maggio, 14 - 21100 Varese (VA)",351 4288250,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Ristorante Pizzeria San Michele,"Via Giusti Giuseppe, 7 - 21100 Varese (VA)","0332 1951549, 346 2115378",,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,La Noce,Via per Oriano 2 Mercallo - 21100 Varese (VA),0331 968600,http://www.ristorantelanocemercallo.it/index.html,"[Pagina di Benvenuto - ristorante la noce] Il ristorante ""La Noce"" è collocato sulla collina di Mercallo, nei pressi del lago di Comabbio. Il suo nome trae origine dal fatto che, in questo territorio, nascono e crescono con estrema facilità numerose piante di noce.<br />Nel 1991 la famiglia Dal Zovo inaugura il locale che internamente appare elegante, raffinato, dove è possibile trascorrere una piacevole serata in un ambiente soft e tranquillo. Nel periodo primaverile/estivo è, poi, possibile pranzare o cenare all'aperto, sotto un ampio  | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,10
PagineGialle,Ristoranti/Pizzerie,Varese,Al Tondino,"Viale Dell' Iippodromo, 27 - 21100 Varese (VA)","347 7536874, 334 6148787",https://www.lebettolevarese.it/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Varese,Ale&Chiara di Munda Lelio e C. S.a.s.,"Piazza Beccaria Cesare, 1 - 21100 Varese (VA)",0332 023050,http://www.centrogulliver.it/,"[Home - Centro Gulliver Varese] Da 40 anni ci occupiamo dei più fragili, offrendo aiuto e promozione del benessere. Home - Centro Gulliver Varese Menu Cerca Chiudi come possiamo aiutarti Sono un giovane Sono un adulto Dipendenze Salute mentale Reinserimento sociale chi siamo Mission e vision La nostra storia Metodo Gulliver La Cooperativa Bilancio sociale Carrozze Hub 40 anni di cura sostienici Diventa volontario 5×1000 Sei un’azienda? Campagne ed eventi Detrazioni fiscali contatti dona ora dona ora Scopri di più Come possiamo | SUGGERIMENTI: Evidenziare costi energetici piscina/spa/wellness",Consumi: spa,9
PagineGialle,Ristoranti/Pizzerie,Varese,Aria S.r.l.,"Via Carrobbio, 19 - 21100 Varese (VA)",0332 231183,https://ariapiu.com/,"[Aria+, l'eccellenza dell'abbigliamento professionale e non solo] ARIA+: abbigliamento da lavoro e DPI Made in Italy. Protezione, comfort e personalizzazione per aziende e professionisti. Scopri di più! Aria+, l'eccellenza dell'abbigliamento professionale e non solo ARIA+, l'eccellenza dell'abbigliamento personalizzato professionale e non solo Richiedi informazioni ARIA + Dall’esperienza pluridecennale di Fil.Va, leader nella produzione di monofili sintetici , nasce ARIA+, un brand italiano dedicato all’abbigliamento professionale e promozionale. Da oltre 40 a | SUGGERIMENTI: Check energetico completo con termocamera",,6
PagineGialle,Ristoranti/Pizzerie,Varese,Associazione Varesina per Il Mielomeningocele,"Via Monte Rosa, 28 - 21100 Varese (VA)","0332 200017, 0332 240192, 0332 1854679",http://www.asst-settelaghi.it/area-distrettuale,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Varese,Azienda Agricola I Mirtilli,"Via del Giglio, 51 - 21100 Varese (VA)",333 8003028,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Bar Pineta,"Via del Ceppo, 5 - 21100 Varese (VA)",351 1182770,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Bar Social,Via Francesco Caracciolo 37 - 21100 Varese (VA),0332 229452,http://www.barsocialvarese.it/,"[Home - Bar Social Varese] Il bar più social di VARESE <h2>Il Bar Social Varese offre servizi di Bar/Cucina, edicola e servizi al cittadino.</h2> <a href=""https://www. Home - Bar Social Varese Skip to content Il Bar Social Varese di Varese, presente sul sito web Barsocialvarese.it, è da tempo un punto d'incontro molto apprezzato grazie al suo servizio bar e di ristorazione, alla musica dal vivo e a una varietà di servizi urbani, tra cui un'edicola e eventi per i residenti. L'atmosfera qui coniuga relax ed eventi culturali | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi; Chiave magnetica spegni-tutto per camere","Consumi: cucina, spa, led, stanza",10
PagineGialle,Ristoranti/Pizzerie,Varese,Bel Sit S.r.l.,"Via Carrobbio, 13 - 21100 Varese (VA)",0332 744160,http://www.hotelbelsit.it/,[Hotel Ristorante BelSit Comerio – Nuovo sito in arrivo] Hotel Ristorante BelSit Comerio – Nuovo sito in arrivo Nuovo sito in arrivo Stiamo lavorando alla nuova esperienza online dell’Hotel Ristorante BelSit di Comerio. e-mail: info@hotelbelsit.it tel: +39 0332-744160 | SUGGERIMENTI: Check energetico completo con termocamera,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Bianchi Bar,"Via San Gottardo, 29 - 21100 Varese (VA)",0332 1647441,https://instagram.com/bianchibar?igshid=1uwn438vkkvn4,"[(@bianchibar) • Instagram photos and videos] 455 Followers, 429 Following, 272 Posts - See Instagram photos and videos from (@bianchibar) (@bianchibar) • Instagram photos and videos | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Varese,Birbante,"Piazza Beccaria Cesare, 1 - 21100 Varese (VA)",0332 776005,https://www.facebook.com/birbantevarese,"[Birbante | Varese] Birbante, Varese. Mi piace: 1174 · 727 persone sono state qui. A due passi dalla Brera di Varese. Aperitivi, Pranzi, cene, eventi, diretta tv sport, cucina espressa con menù lavoro a mezzogiorno,... Birbante | Varese | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,10
PagineGialle,Ristoranti/Pizzerie,Varese,Bistrot 110,"Via Crispi Francesco, 110 - 21100 Varese (VA)",0332 315396,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Bistrot della Piazza Varese,"Piazza Cacciatori delle Alpi, 1/A - 21100 Varese (VA)",0332 1693622,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Bleve Roberto,"Via Molina Livio, 4 - 21100 Varese (VA)",0332 331411,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Break Bar Fusion Cafè,"Via Staurenghi, 38 - 21100 Varese (VA)",0332 280172,https://www.facebook.com/Break-Bar-Fusion-Caf%C3%A8-404602976240653/,"[Break Bar Fusion Cafè | Varese] Break Bar Fusion Cafè, Varese. Mi piace: 1377 · 1 persona ne parla · 1517 persone sono state qui. Bar Break Bar Fusion Cafè | Varese | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Varese,Cento46,"Via Daverio Francesco, 146 - 21100 Varese (VA)","0332 443022, 0332 443022",https://www.cento46.com/,"[Cento46 – Cucina e pizza] Cento46 – Cucina e pizza Salta al contenuto CENTO46 dove traduzione ed innovazione si fondono per dare vita ad una nuova cucina. Le nostre pietanze sono realizzate con i migliori prodotti del territorio italiano e non solo. Partendo dalla tradizionale e mai banale pizza per arrivare ad una cucina fresca e innovativa per accontentare ogni tipo di palato. Via Daverio, 146 – 21100 VARESE Tel. +39 0332 443022 MENU’ RISTORANTE MENU’ PIZZERIA Via Daverio, 146 – 21100 VARESE Tel. +39 0332 443022 | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura",Consumi: cucina,9
PagineGialle,Ristoranti/Pizzerie,Varese,C'Era Una Volta,"Via Sacromonte, 36 - 21100 Varese (VA)",0332 1571083,https://www.ceraunavoltaristova.it/,"[Home | C'era Una Volta Ristò] Ristorante situato ai piedi del Sacromonte di Varese, propone una cucina tradizionale, a base di carne e di pesce, abbondanti antipasti e secondi atti a soddisfare qualunque palato. Ma anche gustose Pizze. Prodotti Freschi, possibilmente della zona a KM ZERO caratterizzano il variegato menù che saprà incontrare il gusto di ciascun ospite. Home | C'era Una Volta Ristò top of page CHI SIAMO Con la consueta cordialità e professionalità, Andrea insieme al suo staff accoglie i propri ospiti in un amb | SUGGERIMENTI: Menzionare risparmio su refrigerazione e cottura; Evidenziare costi energetici piscina/spa/wellness; Relamping LED con payback 8-12 mesi","Consumi: cucina, spa, led, coperto",10
PagineGialle,Ristoranti/Pizzerie,Varese,Chicco e Spiga,"Via Uberti Giulio, 1 - 21100 Varese (VA)",393 3259851,https://www.chiccoespiga.it/,"[Chicco e Spiga | Pizzeria Artigianale a Varese] Chicco e Spiga: pizzeria artigianale a Varese. Pizze classiche, gourmet, bianche e panini con impasto della pizza. Via Giulio Uberti 1. Chicco e Spiga | Pizzeria Artigianale a Varese | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Varese,Croci S.r.l.,"Via Rossini G., 6 - 21100 Varese (VA)",0332 1810313,https://www.crocisrl.it/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Varese,Cuba 1954,"Via del Cairo Francesco, 4 - 21100 Varese (VA)",392 9964996,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Da Decimo,"Via Tagliamento, 39 - 21100 Varese (VA)",0332 811603,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Dima's Cafè Varese,Viale Padre Gian Battista Aguggiari 130 - 21100 Varese (VA),0332 237297,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Dna,"Via Piemonte, 3 - 21100 Varese (VA)",346 3050483,https://m.facebook.com/dnabarvarese/?locale2=it_IT,"[Dna | Varese] Dna, Varese. Mi piace: 1126 · 1256 persone sono state qui. Pub Dna | Varese | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Varese,Fahion Food,Viale Luigi Borri 112 - 21100 Varese (VA),0332 261640,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Felicità Sushi,"Via Carcano Carlo, 1 - 21100 Varese (VA)","0332 1950906, 339 8079848",https://social.quandoo.com/en/groups/Felicit%C3%A0-Sushi-Restaurant,[Quandoo Social] Quandoo Social Felicità Sushi Restaurant Felicità Sushi Restaurant more × | SUGGERIMENTI: Check energetico completo con termocamera,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Fuddruckers,"Via Morosini Emilio, 12 - 21100 Varese (VA)",0332 1543023,https://www.fuddruckers.com/caguas,"[Caguas | Fuddruckers®] Fuddruckers®, Making the world happy, one great burger at a time! Caguas | Fuddruckers® A casual meal out can seem far removed from medical conferences, but the connection is more practical than it first appears. People who spend long days working on their feet, driving between locations, or sitting through meals and meetings often notice how much the back affects everyday comfort. Spine health is one of those topics that becomes relevant not only in clinics, but also in ordinary routines. For r | SUGGERIMENTI: Check energetico completo con termocamera",,9
PagineGialle,Ristoranti/Pizzerie,Varese,Gale di Grotto Paolo & C. S.a.s.,"Via Molini Trotti, 7 - 21100 Varese (VA)",0332 481431,https://locandacadeisanti.com/,[SITO NON RAGGIUNGIBILE],,9
PagineGialle,Ristoranti/Pizzerie,Varese,Hakuna Matata Sporting Pub,"Via Cavallotti Felice, 4 - 21100 Varese (VA)",349 1652933,,,,9
PagineGialle,Ristoranti/Pizzerie,Varese,Il Baretto,Via Nicostrato Castellini 45 - 21100 Varese (VA),0332 311460,,,,9
